beatid;melid;chord;Root_pitch;chord_info;chord_map;triad;added_note
38775;147;E7;E;7;7;M;m7
38777;147;Aj7;A;j7;j7;M;j7
38781;147;B-7;B;-7;-7;-;m7
38783;147;E7;E;7;7;M;m7
38785;147;Aj7;A;j7;j7;M;j7
38793;147;G-7;G;-7;-7;-;m7
38797;147;C7;C;7;7;M;m7
38801;147;Fj7;F;j7;j7;M;j7
38809;147;Am7b5;A;m7b5;-7b5;half;m7
38813;147;D79b;D;79b;7;M;m7
38817;147;G7;G;7;7;M;m7
38821;147;C7;C;7;7;M;m7
38825;147;Gm7b5;G;m7b5;-7b5;half;m7
38829;147;C79b;C;79b;7;M;m7
38833;147;Fj7;F;j7;j7;M;j7
38837;147;Am7b5;A;m7b5;-7b5;half;m7
38839;147;D7;D;7;7;M;m7
38841;147;G7;G;7;7;M;m7
38845;147;G-7;G;-7;-7;-;m7
38847;147;C7;C;7;7;M;m7
38849;147;F6;F;6;6;M;6
38857;147;Gm7b5;G;m7b5;-7b5;half;m7
38861;147;C79b;C;79b;7;M;m7
38865;148;G-6;G;-6;-6;-;6
38873;148;G-6;G;-6;-6;-;6
38877;148;Eb7;D#;7;7;M;m7
38879;148;D7;D;7;7;M;m7
38881;148;G-6;G;-6;-6;-;6
38885;148;Eb7;D#;7;7;M;m7
38887;148;D7;D;7;7;M;m7
38889;148;G-6;G;-6;-6;-;6
38893;148;Eb7;D#;7;7;M;m7
38895;148;D7;D;7;7;M;m7
38897;148;G-6;G;-6;-6;-;6
38901;148;Am7b5;A;m7b5;-7b5;half;m7
38903;148;D7;D;7;7;M;m7
38905;148;G-6;G;-6;-6;-;6
38909;148;Eb7;D#;7;7;M;m7
38911;148;D7;D;7;7;M;m7
38913;148;G-6;G;-6;-6;-;6
38917;148;Eb7;D#;7;7;M;m7
38919;148;D7;D;7;7;M;m7
38921;148;G-6;G;-6;-6;-;6
38925;148;Eb7;D#;7;7;M;m7
38927;148;D7;D;7;7;M;m7
38929;148;G-6;G;-6;-6;-;6
38933;148;F-7;F;-7;-7;-;m7
38935;148;Bb7;A#;7;7;M;m7
38937;148;Ebj7;D#;j7;j7;M;j7
38939;148;F-7;F;-7;-7;-;m7
38941;148;G-7;G;-7;-7;-;m7
38943;148;F-7;F;-7;-7;-;m7
38945;148;Ebj7;D#;j7;j7;M;j7
38947;148;F-7;F;-7;-7;-;m7
38949;148;G-7;G;-7;-7;-;m7
38951;148;F-7;F;-7;-7;-;m7
38953;148;Ebj7;D#;j7;j7;M;j7
38955;148;F-7;F;-7;-7;-;m7
38957;148;G7;G;7;7;M;m7
38959;148;C7;C;7;7;M;m7
38961;148;F7;F;7;7;M;m7
38963;148;Bb7;A#;7;7;M;m7
38965;148;A79b;A;79b;7;M;m7
38967;148;D+7;D;+7;+7;+;m7
38969;148;G-6;G;-6;-6;-;6
38973;148;Eb7;D#;7;7;M;m7
38975;148;D7;D;7;7;M;m7
38977;148;G-6;G;-6;-6;-;6
38981;148;Eb7;D#;7;7;M;m7
38983;148;D7;D;7;7;M;m7
38985;148;G-6;G;-6;-6;-;6
38989;148;Eb7;D#;7;7;M;m7
38991;148;D7;D;7;7;M;m7
38993;148;G-6;G;-6;-6;-;6
39001;148;G-6;G;-6;-6;-;6
39005;148;Eb7;D#;7;7;M;m7
39007;148;D7;D;7;7;M;m7
39009;148;G-6;G;-6;-6;-;6
39013;148;Eb7;D#;7;7;M;m7
39015;148;D7;D;7;7;M;m7
39017;148;G-6;G;-6;-6;-;6
39021;148;Eb7;D#;7;7;M;m7
39023;148;D7;D;7;7;M;m7
39025;148;G-6;G;-6;-6;-;6
39029;148;Am7b5;A;m7b5;-7b5;half;m7
39031;148;D7;D;7;7;M;m7
39033;148;G-6;G;-6;-6;-;6
39037;148;Eb7;D#;7;7;M;m7
39039;148;D7;D;7;7;M;m7
39041;148;G-6;G;-6;-6;-;6
39045;148;Eb7;D#;7;7;M;m7
39047;148;D7;D;7;7;M;m7
39049;148;G-6;G;-6;-6;-;6
39053;148;Eb7;D#;7;7;M;m7
39055;148;D7;D;7;7;M;m7
39057;148;G-6;G;-6;-6;-;6
39061;148;F-7;F;-7;-7;-;m7
39063;148;Bb7;A#;7;7;M;m7
39065;148;Ebj7;D#;j7;j7;M;j7
39067;148;F-7;F;-7;-7;-;m7
39069;148;G-7;G;-7;-7;-;m7
39071;148;F-7;F;-7;-7;-;m7
39073;148;Ebj7;D#;j7;j7;M;j7
39075;148;F-7;F;-7;-7;-;m7
39077;148;G-7;G;-7;-7;-;m7
39079;148;F-7;F;-7;-7;-;m7
39081;148;Ebj7;D#;j7;j7;M;j7
39083;148;F-7;F;-7;-7;-;m7
39085;148;G7;G;7;7;M;m7
39087;148;C7;C;7;7;M;m7
39089;148;F7;F;7;7;M;m7
39091;148;Bb7;A#;7;7;M;m7
39093;148;A79b;A;79b;7;M;m7
39095;148;D+7;D;+7;+7;+;m7
39097;148;G-6;G;-6;-6;-;6
39101;148;Eb7;D#;7;7;M;m7
39103;148;D7;D;7;7;M;m7
39105;148;G-6;G;-6;-6;-;6
39109;148;Eb7;D#;7;7;M;m7
39111;148;D7;D;7;7;M;m7
39113;148;G-6;G;-6;-6;-;6
39117;148;Eb7;D#;7;7;M;m7
39119;148;D7;D;7;7;M;m7
39121;148;G-6;G;-6;-6;-;6
39137;149;NC;N;No Chord;C;none;none
39149;149;Gj7;G;j7;j7;M;j7
39157;149;Bb-7;A#;-7;-7;-;m7
39161;149;Eb7;D#;7;7;M;m7
39165;149;Gj7;G;j7;j7;M;j7
39173;149;B-7;B;-7;-7;-;m7
39177;149;E79b;E;79b;7;M;m7
39181;149;A-7;A;-7;-7;-;m7
39185;149;E79b;E;79b;7;M;m7
39189;149;A-7;A;-7;-7;-;m7
39197;149;Eb7;D#;7;7;M;m7
39205;149;Dsus7;D;sus7;sus7;sus;m7
39209;149;D79b;D;79b;7;M;m7
39213;149;Gj7;G;j7;j7;M;j7
39221;149;Bb-7;A#;-7;-7;-;m7
39225;149;Eb7;D#;7;7;M;m7
39229;149;Gj7;G;j7;j7;M;j7
39237;149;B-7;B;-7;-7;-;m7
39241;149;E79b;E;79b;7;M;m7
39245;149;A-7;A;-7;-7;-;m7
39249;149;E79b;E;79b;7;M;m7
39253;149;A-7;A;-7;-7;-;m7
39257;149;C-6;C;-6;-6;-;6
39261;149;B-7;B;-7;-7;-;m7
39263;149;Bbo;A#;o;o;o;none
39265;149;A-7;A;-7;-7;-;m7
39267;149;D7;D;7;7;M;m7
39269;149;G;G;;;M;none
39277;149;Gj7;G;j7;j7;M;j7
39281;150;C6;C;6;6;M;6
39285;150;G-7;G;-7;-7;-;m7
39289;150;C7;C;7;7;M;m7
39293;150;G-7;G;-7;-7;-;m7
39297;150;C7;C;7;7;M;m7
39301;150;F7;F;7;7;M;m7
39305;150;Bbj7;A#;j7;j7;M;j7
39307;150;Eb7;D#;7;7;M;m7
39309;150;Cj7;C;j7;j7;M;j7
39311;150;G7;G;7;7;M;m7
39313;150;C6;C;6;6;M;6
39317;150;G-7;G;-7;-7;-;m7
39321;150;C7;C;7;7;M;m7
39325;150;G-7;G;-7;-7;-;m7
39329;150;C7;C;7;7;M;m7
39333;150;F7;F;7;7;M;m7
39337;150;Bbj7;A#;j7;j7;M;j7
39339;150;Eb7;D#;7;7;M;m7
39341;150;Cj7;C;j7;j7;M;j7
39343;150;G7;G;7;7;M;m7
39345;150;C6;C;6;6;M;6
39349;150;F-7;F;-7;-7;-;m7
39351;150;Bb7;A#;7;7;M;m7
39353;150;Cj7;C;j7;j7;M;j7
39357;150;F-7;F;-7;-7;-;m7
39359;150;Bb7;A#;7;7;M;m7
39361;150;Cj7;C;j7;j7;M;j7
39365;150;Ab-7;G#;-7;-7;-;m7
39367;150;Db7;C#;7;7;M;m7
39369;150;Ebj7;D#;j7;j7;M;j7
39373;150;Eb-7;D#;-7;-7;-;m7
39375;150;Ab7;G#;7;7;M;m7
39377;150;D-7;D;-7;-7;-;m7
39379;150;G7;G;7;7;M;m7
39381;150;G-7;G;-7;-7;-;m7
39385;150;C7;C;7;7;M;m7
39389;150;G-7;G;-7;-7;-;m7
39393;150;C7;C;7;7;M;m7
39397;150;F7;F;7;7;M;m7
39401;150;Bbj7;A#;j7;j7;M;j7
39403;150;Eb7;D#;7;7;M;m7
39405;150;Cj7;C;j7;j7;M;j7
39407;150;G7;G;7;7;M;m7
39409;150;C6;C;6;6;M;6
39413;150;G-7;G;-7;-7;-;m7
39417;150;C7;C;7;7;M;m7
39421;150;G-7;G;-7;-7;-;m7
39425;150;C7;C;7;7;M;m7
39429;150;F7;F;7;7;M;m7
39433;150;Bbj7;A#;j7;j7;M;j7
39435;150;Eb7;D#;7;7;M;m7
39437;150;Cj7;C;j7;j7;M;j7
39439;150;G7;G;7;7;M;m7
39441;150;C6;C;6;6;M;6
39445;150;G-7;G;-7;-7;-;m7
39449;150;C7;C;7;7;M;m7
39453;150;G-7;G;-7;-7;-;m7
39457;150;C7;C;7;7;M;m7
39461;150;F7;F;7;7;M;m7
39465;150;Bbj7;A#;j7;j7;M;j7
39467;150;Eb7;D#;7;7;M;m7
39469;150;Cj7;C;j7;j7;M;j7
39471;150;G7;G;7;7;M;m7
39473;150;C6;C;6;6;M;6
39477;150;F-7;F;-7;-7;-;m7
39479;150;Bb7;A#;7;7;M;m7
39481;150;Cj7;C;j7;j7;M;j7
39485;150;F-7;F;-7;-7;-;m7
39487;150;Bb7;A#;7;7;M;m7
39489;150;Cj7;C;j7;j7;M;j7
39493;150;Abj7;G#;j7;j7;M;j7
39495;150;Db7;C#;7;7;M;m7
39497;150;Ebj7;D#;j7;j7;M;j7
39501;150;Eb-7;D#;-7;-7;-;m7
39503;150;Ab7;G#;7;7;M;m7
39505;150;D-7;D;-7;-7;-;m7
39507;150;G7;G;7;7;M;m7
39509;150;G-7;G;-7;-7;-;m7
39513;150;C7;C;7;7;M;m7
39517;150;G-7;G;-7;-7;-;m7
39521;150;C7;C;7;7;M;m7
39525;150;F7;F;7;7;M;m7
39529;150;Bbj7;A#;j7;j7;M;j7
39531;150;Eb7;D#;7;7;M;m7
39533;150;Cj7;C;j7;j7;M;j7
39535;150;G7;G;7;7;M;m7
39537;150;C6;C;6;6;M;6
39541;150;G-;G;-;-;-;none
39545;151;Dj7;D;j7;j7;M;j7
39551;151;Dj7;D;j7;j7;M;j7
39559;151;Ebj7;D#;j7;j7;M;j7
39567;151;F7;F;7;7;M;m7
39575;151;Bbj7;A#;j7;j7;M;j7
39583;151;A-7;A;-7;-7;-;m7
39587;151;D7;D;7;7;M;m7
39591;151;Gj7;G;j7;j7;M;j7
39599;151;B-7;B;-7;-7;-;m7
39603;151;E7;E;7;7;M;m7
39607;151;F-7;F;-7;-7;-;m7
39609;151;Bb7;A#;7;7;M;m7
39611;151;E-7;E;-7;-7;-;m7
39613;151;A7;A;7;7;M;m7
39615;151;Dj7;D;j7;j7;M;j7
39623;151;Ebj7;D#;j7;j7;M;j7
39631;151;F7;F;7;7;M;m7
39639;151;Ab7;G#;7;7;M;m7
39643;151;G7;G;7;7;M;m7
39647;151;Em7b5;E;m7b5;-7b5;half;m7
39651;151;A7;A;7;7;M;m7
39655;151;F-7;F;-7;-7;-;m7
39659;151;Bb7;A#;7;7;M;m7
39663;151;E-7;E;-7;-7;-;m7
39667;151;A7;A;7;7;M;m7
39671;151;Dj7;D;j7;j7;M;j7
39679;151;Dj7;D;j7;j7;M;j7
39685;152;Dj7;D;j7;j7;M;j7
39693;152;Ebj7;D#;j7;j7;M;j7
39701;152;F7;F;7;7;M;m7
39709;152;Bbj7;A#;j7;j7;M;j7
39717;152;A-7;A;-7;-7;-;m7
39721;152;D7;D;7;7;M;m7
39725;152;Gj7;G;j7;j7;M;j7
39733;152;B-7;B;-7;-7;-;m7
39737;152;E7;E;7;7;M;m7
39741;152;F-7;F;-7;-7;-;m7
39743;152;Bb7;A#;7;7;M;m7
39745;152;E-7;E;-7;-7;-;m7
39747;152;A7;A;7;7;M;m7
39749;152;Dj7;D;j7;j7;M;j7
39757;152;Ebj7;D#;j7;j7;M;j7
39765;152;F7;F;7;7;M;m7
39773;152;Ab7;G#;7;7;M;m7
39777;152;G7;G;7;7;M;m7
39782;152;Em7b5;E;m7b5;-7b5;half;m7
39786;152;A7;A;7;7;M;m7
39790;152;F#-7;F#;-7;-7;-;m7
39794;152;B7;B;7;7;M;m7
39798;152;E-7;E;-7;-7;-;m7
39802;152;A7;A;7;7;M;m7
39806;152;Dj7;D;j7;j7;M;j7
39812;152;NC;N;No Chord;C;none;none
39814;153;F7;F;7;7;M;m7
39818;153;Bb7;A#;7;7;M;m7
39822;153;F7;F;7;7;M;m7
39826;153;F#-7;F#;-7;-7;-;m7
39828;153;B7;B;7;7;M;m7
39830;153;Bb7;A#;7;7;M;m7
39834;153;Bo;B;o;o;o;none
39838;153;E79#;E;79#;7;M;m7
39840;153;A7913b;A;7913b;7;M;m7
39842;153;A-7;A;-7;-7;-;m7
39844;153;Ab-7;G#;-7;-7;-;m7
39846;153;G-7;G;-7;-7;-;m7
39850;153;Db-7;C#;-7;-7;-;m7
39852;153;F#7;F#;7;7;M;m7
39854;153;B+7;B;+7;+7;+;m7
39862;153;F7;F;7;7;M;m7
39866;153;Bb7;A#;7;7;M;m7
39870;153;F7;F;7;7;M;m7
39874;153;F#-;F#;-;-;-;none
39876;153;B7;B;7;7;M;m7
39878;153;Bb7;A#;7;7;M;m7
39882;153;Bo;B;o;o;o;none
39886;153;E79#;E;79#;7;M;m7
39888;153;A7913b;A;7913b;7;M;m7
39890;153;A-7;A;-7;-7;-;m7
39892;153;Ab-7;G#;-7;-7;-;m7
39894;153;G-7;G;-7;-7;-;m7
39898;153;C#-7;C#;-7;-7;-;m7
39900;153;F#7;F#;7;7;M;m7
39902;153;B+7;B;+7;+7;+;m7
39910;153;F7;F;7;7;M;m7
39914;153;Bb7;A#;7;7;M;m7
39918;153;F7;F;7;7;M;m7
39922;153;F#-7;F#;-7;-7;-;m7
39924;153;B7;B;7;7;M;m7
39926;153;Bb7;A#;7;7;M;m7
39930;153;Bo;B;o;o;o;none
39934;153;E79#;E;79#;7;M;m7
39936;153;A7913b;A;7913b;7;M;m7
39938;153;A-7;A;-7;-7;-;m7
39940;153;Ab-7;G#;-7;-7;-;m7
39942;153;G-7;G;-7;-7;-;m7
39946;153;C#-7;C#;-7;-7;-;m7
39948;153;F#7;F#;7;7;M;m7
39950;153;B+7;B;+7;+7;+;m7
39958;154;B-7;B;-7;-7;-;m7
39959;154;E7;E;7;7;M;m7
39960;154;Aj7;A;j7;j7;M;j7
39962;154;D7911#;D;7911#;7;M;m7
39964;154;Aj7;A;j7;j7;M;j7
39966;154;D7911#;D;7911#;7;M;m7
39968;154;Dbj7;C#;j7;j7;M;j7
39970;154;Gb7911#;F#;7911#;7;M;m7
39972;154;Dbj7;C#;j7;j7;M;j7
39974;154;Gb7911#;F#;7911#;7;M;m7
39976;154;Bj7;B;j7;j7;M;j7
39978;154;E7911#;E;7911#;7;M;m7
39980;154;Bj7;B;j7;j7;M;j7
39982;154;E7911#;E;7911#;7;M;m7
39984;154;Ebj7;D#;j7;j7;M;j7
39986;154;Gbj7;F#;j7;j7;M;j7
39988;154;Aj7;A;j7;j7;M;j7
39990;154;B-7;B;-7;-7;-;m7
39991;154;E7;E;7;7;M;m7
39992;154;A-79;A;-79;-7;-;m7
39996;154;G-79;G;-79;-7;-;m7
40000;154;A-79;A;-79;-7;-;m7
40004;154;F-79;F;-79;-7;-;m7
40008;154;F-7;F;-7;-7;-;m7
40010;154;Bb7;A#;7;7;M;m7
40012;154;G-7;G;-7;-7;-;m7
40014;154;C79b;C;79b;7;M;m7
40016;154;A-7;A;-7;-7;-;m7
40018;154;D79b;D;79b;7;M;m7
40020;154;G-7;G;-7;-7;-;m7
40021;154;C7;C;7;7;M;m7
40022;154;F-7;F;-7;-7;-;m7
40023;154;E7;E;7;7;M;m7
40024;154;A-79;A;-79;-7;-;m7
40028;154;G-79;G;-79;-7;-;m7
40029;155;G7;G;7;7;M;m7
40033;155;G7;G;7;7;M;m7
40037;155;G7;G;7;7;M;m7
40041;155;G7913;G;7913;7;M;m7
40045;155;F7;F;7;7;M;m7
40049;155;F7;F;7;7;M;m7
40053;155;G7;G;7;7;M;m7
40057;155;G7913;G;7913;7;M;m7
40061;155;Dsus7;D;sus7;sus7;sus;m7
40065;155;D7;D;7;7;M;m7
40069;155;G7;G;7;7;M;m7
40073;155;G7913;G;7913;7;M;m7
40077;155;G7;G;7;7;M;m7
40081;155;G7;G;7;7;M;m7
40085;155;G7;G;7;7;M;m7
40089;155;G7913;G;7913;7;M;m7
40093;155;F7;F;7;7;M;m7
40097;155;F7;F;7;7;M;m7
40101;155;G7;G;7;7;M;m7
40105;155;G7913;G;7913;7;M;m7
40109;155;Dsus7;D;sus7;sus7;sus;m7
40113;155;D7;D;7;7;M;m7
40117;155;G7;G;7;7;M;m7
40121;155;G7913;G;7913;7;M;m7
40125;155;G7;G;7;7;M;m7
40129;155;G7;G;7;7;M;m7
40133;155;G7;G;7;7;M;m7
40137;155;G7913;G;7913;7;M;m7
40141;155;F7;F;7;7;M;m7
40145;155;F7;F;7;7;M;m7
40149;155;G7;G;7;7;M;m7
40153;155;G7913;G;7913;7;M;m7
40157;155;Dsus7;D;sus7;sus7;sus;m7
40161;155;D7;D;7;7;M;m7
40165;155;G7;G;7;7;M;m7
40169;155;G7913;G;7913;7;M;m7
40173;155;G7;G;7;7;M;m7
40177;155;G7;G;7;7;M;m7
40181;155;G7;G;7;7;M;m7
40185;155;G7913;G;7913;7;M;m7
40189;155;F7;F;7;7;M;m7
40193;155;F7;F;7;7;M;m7
40197;155;G7;G;7;7;M;m7
40201;155;G7913;G;7913;7;M;m7
40205;155;Dsus7;D;sus7;sus7;sus;m7
40209;155;D7;D;7;7;M;m7
40213;155;G7;G;7;7;M;m7
40217;155;G7913;G;7913;7;M;m7
40221;155;G7;G;7;7;M;m7
40225;155;G7;G;7;7;M;m7
40229;155;G7;G;7;7;M;m7
40233;155;G7913;G;7913;7;M;m7
40237;155;F7;F;7;7;M;m7
40241;155;F7;F;7;7;M;m7
40245;155;G7;G;7;7;M;m7
40249;155;G7913;G;7913;7;M;m7
40253;155;Dsus7;D;sus7;sus7;sus;m7
40257;155;D7;D;7;7;M;m7
40261;155;G7;G;7;7;M;m7
40265;155;G7913;G;7913;7;M;m7
40269;155;G7;G;7;7;M;m7
40273;155;G7;G;7;7;M;m7
40277;155;G7;G;7;7;M;m7
40281;155;G7913;G;7913;7;M;m7
40285;155;F7;F;7;7;M;m7
40289;155;F7;F;7;7;M;m7
40293;155;G7;G;7;7;M;m7
40297;155;G7913;G;7913;7;M;m7
40301;155;Dsus7;D;sus7;sus7;sus;m7
40305;155;D7;D;7;7;M;m7
40309;155;G7;G;7;7;M;m7
40313;155;G7913;G;7913;7;M;m7
40317;155;G7;G;7;7;M;m7
40325;156;NC;N;No Chord;C;none;none
40326;156;F7alt;F;7alt;7alt;M;m7
40330;156;Bb7alt;A#;7alt;7alt;M;m7
40334;156;F7alt;F;7alt;7alt;M;m7
40342;156;Bb7;A#;7;7;M;m7
40346;156;Bo7;B;o7;o7;o;o7
40350;156;F7;F;7;7;M;m7
40354;156;Db-7;C#;-7;-7;-;m7
40356;156;Gb7;F#;7;7;M;m7
40358;156;G-7;G;-7;-7;-;m7
40360;156;C7;C;7;7;M;m7
40362;156;Ab-7;G#;-7;-7;-;m7
40364;156;Db+7;C#;+7;+7;+;m7
40366;156;A-7;A;-7;-7;-;m7
40368;156;D7;D;7;7;M;m7
40370;156;G7alt;G;7alt;7alt;M;m7
40374;156;C;C;;;M;none
40376;156;Db/C;C#;/C;;M;none
40378;156;D/C;D;/C;;M;none
40380;156;Eb/C;D#;/C;;M;none
40382;156;F7alt;F;7alt;7alt;M;m7
40386;156;Bb7alt;A#;7alt;7alt;M;m7
40390;156;F7alt;F;7alt;7alt;M;m7
40398;156;Bb7;A#;7;7;M;m7
40402;156;Bo7;B;o7;o7;o;o7
40406;156;F7;F;7;7;M;m7
40410;156;Db-7;C#;-7;-7;-;m7
40412;156;Gb7;F#;7;7;M;m7
40414;156;G7;G;7;7;M;m7
40416;156;C7;C;7;7;M;m7
40418;156;Ab-7;G#;-7;-7;-;m7
40420;156;Db+7;C#;+7;+7;+;m7
40422;156;A-7;A;-7;-7;-;m7
40424;156;D7;D;7;7;M;m7
40426;156;G7alt;G;7alt;7alt;M;m7
40430;156;C;C;;;M;none
40432;156;Db/C;C#;/C;;M;none
40434;156;D/C;D;/C;;M;none
40436;156;Eb/C;D#;/C;;M;none
40438;156;F7alt;F;7alt;7alt;M;m7
40442;156;Bb7alt;A#;7alt;7alt;M;m7
40446;156;F7alt;F;7alt;7alt;M;m7
40454;156;Bb7;A#;7;7;M;m7
40458;156;Bo7;B;o7;o7;o;o7
40462;156;F7;F;7;7;M;m7
40466;156;Db-7;C#;-7;-7;-;m7
40468;156;Gb7;F#;7;7;M;m7
40470;156;G-7;G;-7;-7;-;m7
40472;156;C7;C;7;7;M;m7
40474;156;Ab-7;G#;-7;-7;-;m7
40476;156;Db+7;C#;+7;+7;+;m7
40478;156;A-7;A;-7;-7;-;m7
40480;156;D7;D;7;7;M;m7
40482;156;G7alt;G;7alt;7alt;M;m7
40486;156;C;C;;;M;none
40488;156;Db/C;C#;/C;;M;none
40490;156;D/C;D;/C;;M;none
40492;156;Eb/C;D#;/C;;M;none
40494;156;F7alt;F;7alt;7alt;M;m7
40498;156;Bb7alt;A#;7alt;7alt;M;m7
40502;156;F7alt;F;7alt;7alt;M;m7
40510;156;Bb7;A#;7;7;M;m7
40514;156;Bo7;B;o7;o7;o;o7
40518;156;F7;F;7;7;M;m7
40522;156;Db-7;C#;-7;-7;-;m7
40524;156;Gb7;F#;7;7;M;m7
40526;156;G-7;G;-7;-7;-;m7
40528;156;C7;C;7;7;M;m7
40530;156;Ab-7;G#;-7;-7;-;m7
40532;156;Db+7;C#;+7;+7;+;m7
40534;156;A-7;A;-7;-7;-;m7
40536;156;D7;D;7;7;M;m7
40538;156;G7alt;G;7alt;7alt;M;m7
40542;156;C;C;;;M;none
40544;156;Db/C;C#;/C;;M;none
40546;156;D/C;D;/C;;M;none
40548;156;Eb/C;D#;/C;;M;none
40550;156;F7alt;F;7alt;7alt;M;m7
40554;156;Bb7alt;A#;7alt;7alt;M;m7
40558;157;F-7;F;-7;-7;-;m7
40560;157;Bb7;A#;7;7;M;m7
40562;157;Ebj7;D#;j7;j7;M;j7
40570;157;Ebj7;D#;j7;j7;M;j7
40578;157;Eb-7;D#;-7;-7;-;m7
40586;157;F7/Eb;F;7/Eb;7;M;m7
40592;157;E/Eb;E;/Eb;;M;none
40594;157;Ebj7;D#;j7;j7;M;j7
40602;157;F-7;F;-7;-7;-;m7
40606;157;Bb7;A#;7;7;M;m7
40610;157;Ebj7;D#;j7;j7;M;j7
40618;157;Ab-7;G#;-7;-7;-;m7
40622;157;D7;D;7;7;M;m7
40626;157;Gbj7;F#;j7;j7;M;j7
40634;157;Ebj7;D#;j7;j7;M;j7
40642;157;Eb-7;D#;-7;-7;-;m7
40650;157;F7/Eb;F;7/Eb;7;M;m7
40656;157;E/Eb;E;/Eb;;M;none
40658;157;Ebj7;D#;j7;j7;M;j7
40666;157;F-7;F;-7;-7;-;m7
40668;157;F-/Eb;F;-/Eb;-;-;none
40670;157;Dm7b5;D;m7b5;-7b5;half;m7
40672;157;G79b;G;79b;7;M;m7
40674;157;C-7;C;-7;-7;-;m7
40676;157;C-/Bb;C;-/Bb;-;-;none
40678;157;Am7b5;A;m7b5;-7b5;half;m7
40680;157;D7;D;7;7;M;m7
40682;157;G-7;G;-7;-7;-;m7
40684;157;C7;C;7;7;M;m7
40686;157;F-7;F;-7;-7;-;m7
40688;157;Bb7;A#;7;7;M;m7
40690;157;Ebj7;D#;j7;j7;M;j7
40694;157;F-7;F;-7;-7;-;m7
40696;157;Bb7;A#;7;7;M;m7
40698;157;Ebj7;D#;j7;j7;M;j7
40706;157;Eb-7;D#;-7;-7;-;m7
40714;157;F7/Eb;F;7/Eb;7;M;m7
40720;157;E/Eb;E;/Eb;;M;none
40722;157;Ebj7;D#;j7;j7;M;j7
40730;157;F-7;F;-7;-7;-;m7
40734;157;Bb7;A#;7;7;M;m7
40738;157;Ebj7;D#;j7;j7;M;j7
40746;157;Ab-7;G#;-7;-7;-;m7
40750;157;Db7;C#;7;7;M;m7
40754;157;Gbj7;F#;j7;j7;M;j7
40758;157;F-7;F;-7;-7;-;m7
40760;157;Bb7;A#;7;7;M;m7
40762;157;Ebj7;D#;j7;j7;M;j7
40770;157;Eb-7;D#;-7;-7;-;m7
40778;157;F7/Eb;F;7/Eb;7;M;m7
40784;157;E/Eb;E;/Eb;;M;none
40786;157;Ebj7;D#;j7;j7;M;j7
40794;157;F-7;F;-7;-7;-;m7
40796;157;F-/Eb;F;-/Eb;-;-;none
40798;157;Dm7b5;D;m7b5;-7b5;half;m7
40800;157;G79b;G;79b;7;M;m7
40802;157;C-7;C;-7;-7;-;m7
40804;157;C-/Bb;C;-/Bb;-;-;none
40806;157;Am7b5;A;m7b5;-7b5;half;m7
40808;157;D7;D;7;7;M;m7
40810;157;G-7;G;-7;-7;-;m7
40812;157;C7;C;7;7;M;m7
40814;157;F-7;F;-7;-7;-;m7
40816;157;Bb7;A#;7;7;M;m7
40818;157;Ebj7;D#;j7;j7;M;j7
40822;157;F-7;F;-7;-7;-;m7
40824;157;Bb7;A#;7;7;M;m7
40826;157;Ebj7;D#;j7;j7;M;j7
40829;158;NC;N;No Chord;C;none;none
40834;158;Ebj7;D#;j7;j7;M;j7
40838;158;Ab7911#;G#;7911#;7;M;m7
40842;158;Db7;C#;7;7;M;m7
40846;158;Eb7;D#;7;7;M;m7
40850;158;Ab7;G#;7;7;M;m7
40854;158;D7alt;D;7alt;7alt;M;m7
40858;158;Ebj7;D#;j7;j7;M;j7
40862;158;Db-7;C#;-7;-7;-;m7
40864;158;Gb7;F#;7;7;M;m7
40866;158;Fm7b5;F;m7b5;-7b5;half;m7
40870;158;Bb7alt;A#;7alt;7alt;M;m7
40872;158;B-7;B;-7;-7;-;m7
40873;158;E7;E;7;7;M;m7
40874;158;Ab7911#;G#;7911#;7;M;m7
40882;158;Ebj7;D#;j7;j7;M;j7
40886;158;Ab7911#;G#;7911#;7;M;m7
40890;158;Db7;C#;7;7;M;m7
40894;158;Eb7;D#;7;7;M;m7
40898;158;Ab7;G#;7;7;M;m7
40902;158;D7alt;D;7alt;7alt;M;m7
40906;158;Ebj7;D#;j7;j7;M;j7
40910;158;Db-7;C#;-7;-7;-;m7
40912;158;Gb7;F#;7;7;M;m7
40914;158;Fm7b5;F;m7b5;-7b5;half;m7
40918;158;Bb7alt;A#;7alt;7alt;M;m7
40920;158;B-7;B;-7;-7;-;m7
40921;158;E7;E;7;7;M;m7
40922;158;Ab7911#;G#;7911#;7;M;m7
40930;158;Ebj7;D#;j7;j7;M;j7
40934;158;Ab7911#;G#;7911#;7;M;m7
40938;158;Db7;C#;7;7;M;m7
40942;158;Eb7;D#;7;7;M;m7
40946;158;Ab7;G#;7;7;M;m7
40950;158;D7alt;D;7alt;7alt;M;m7
40954;158;Ebj7;D#;j7;j7;M;j7
40958;158;Db-7;C#;-7;-7;-;m7
40960;158;Gb7;F#;7;7;M;m7
40962;158;Fm7b5;F;m7b5;-7b5;half;m7
40963;158;NC;N;No Chord;C;none;none
40966;158;Bb7alt;A#;7alt;7alt;M;m7
40968;158;B-7;B;-7;-7;-;m7
40969;158;E7;E;7;7;M;m7
40970;158;Ab7911#;G#;7911#;7;M;m7
